series,x,y,z,value,coordinate_system
original,1,0,0,1.3146081944767614,physical_sphere_coordinate
original,0.98974331861078702,0.14285714285714285,0,1.3167614153060327,physical_sphere_coordinate
original,0.97937922862872051,0.20203050891044214,0,0.84179461102367381,physical_sphere_coordinate
original,0.96890428330360978,0.24743582965269675,0,0.95196459084126928,physical_sphere_coordinate
original,0.95831484749990992,0.2857142857142857,0,1.3708799272119097,physical_sphere_coordinate
original,0.94760708295868568,0.31943828249996997,0,0.80272646664903635,physical_sphere_coordinate
original,0.93677693204314294,0.3499271061118826,0,1.2482626257723768,physical_sphere_coordinate
original,0.92582009977255142,0.3779644730092272,0,0.89449030118186101,physical_sphere_coordinate
original,0.91473203391897839,0.40406101782088427,0,0.60965587699171819,physical_sphere_coordinate
original,0.90350790290525129,0.4285714285714286,0,1.3897874145613009,physical_sphere_coordinate
original,0.89214257119977114,0.45175395145262565,0,-0.54511740359419236,physical_sphere_coordinate
original,0.88063057185271088,0.47380354147934284,0,0.86799640966709024,physical_sphere_coordinate
original,0.86896607575688845,0.49487165930539351,0,-1.4692131873845018,physical_sphere_coordinate
original,0.85714285714285721,0.51507875363771283,0,-1.3193351325646483,physical_sphere_coordinate
original,0.84515425472851657,0.53452248382484879,0,-0.72805512279651685,physical_sphere_coordinate
original,0.83299312783504287,0.55328333517248818,0,1.1187928320966984,physical_sphere_coordinate
original,0.82065180664828974,0.5714285714285714,0,-0.72428516091203354,physical_sphere_coordinate
original,0.80812203564176854,0.58901508937395153,0,-0.82299979054945771,physical_sphere_coordinate
original,0.79539490897571741,0.60609152673132649,0,-0.60417824431008693,physical_sphere_coordinate
original,0.78246079643595157,0.62269984907723908,0,-1.3823829851780227,physical_sphere_coordinate
original,0.76930925816207196,0.63887656499993994,0,-0.91731891846642455,physical_sphere_coordinate
original,0.7559289460184544,0.65465367070797709,0,-0.83628555418395512,physical_sphere_coordinate
original,0.74230748895809018,0.67005939426048988,0,-0.88008739633863775,physical_sphere_coordinate
original,0.72843135908468359,0.68511878904467427,0,-1.4776664464412512,physical_sphere_coordinate
original,0.7142857142857143,0.6998542122237652,0,0.5519239340976767,physical_sphere_coordinate
original,0.6998542122237652,0.7142857142857143,0,0.89306938972537697,physical_sphere_coordinate
original,0.68511878904467427,0.72843135908468359,0,-1.3129053016779317,physical_sphere_coordinate
original,0.67005939426048988,0.74230748895809018,0,0.98023260415058688,physical_sphere_coordinate
original,0.65465367070797709,0.7559289460184544,0,-1.2242436054556567,physical_sphere_coordinate
original,0.63887656499993994,0.76930925816207196,0,0.66295705980682307,physical_sphere_coordinate
original,0.62269984907723908,0.78246079643595157,0,0.71434123367533897,physical_sphere_coordinate
original,0.60609152673132649,0.79539490897571741,0,1.2823819886476293,physical_sphere_coordinate
original,0.58901508937395153,0.80812203564176854,0,-1.0538807363214178,physical_sphere_coordinate
original,0.5714285714285714,0.82065180664828974,0,-1.0858872424729937,physical_sphere_coordinate
original,0.55328333517248818,0.83299312783504287,0,-0.61492073094933919,physical_sphere_coordinate
original,0.53452248382484879,0.84515425472851657,0,1.2127048060131016,physical_sphere_coordinate
original,0.51507875363771283,0.85714285714285721,0,1.0759877644994218,physical_sphere_coordinate
original,0.49487165930539351,0.86896607575688845,0,-0.63194144459586377,physical_sphere_coordinate
original,0.47380354147934284,0.88063057185271088,0,0.5947944038087345,physical_sphere_coordinate
original,0.45175395145262565,0.89214257119977114,0,1.3434960898478325,physical_sphere_coordinate
original,0.4285714285714286,0.90350790290525129,0,0.61831468508529452,physical_sphere_coordinate
original,0.40406101782088427,0.91473203391897839,0,1.0815596550541109,physical_sphere_coordinate
original,0.3779644730092272,0.92582009977255142,0,-1.1015219077865346,physical_sphere_coordinate
original,0.3499271061118826,0.93677693204314294,0,-0.75368019254191831,physical_sphere_coordinate
original,0.31943828249996997,0.94760708295868568,0,0.89542601930684218,physical_sphere_coordinate
original,0.2857142857142857,0.95831484749990992,0,-1.4762474334711839,physical_sphere_coordinate
original,0.24743582965269675,0.96890428330360978,0,0.55344764010840142,physical_sphere_coordinate
original,0.20203050891044214,0.97937922862872051,0,-0.99266563030263177,physical_sphere_coordinate
original,0.14285714285714285,0.98974331861078702,0,1.0028224304004452,physical_sphere_coordinate
original,0,1,0,-0.53296257120912771,physical_sphere_coordinate
original,0.98974331861078702,0,0.14285714285714285,1.261137207944649,physical_sphere_coordinate
original,0.97937922862872051,0.14285714285714285,0.14285714285714285,-0.70439271033457773,physical_sphere_coordinate
original,0.96890428330360978,0.20203050891044214,0.14285714285714285,-0.88570494450709547,physical_sphere_coordinate
original,0.95831484749990992,0.24743582965269675,0.14285714285714285,0.9687185890512211,physical_sphere_coordinate
original,0.94760708295868568,0.2857142857142857,0.14285714285714285,1.4341866303740487,physical_sphere_coordinate
original,0.93677693204314294,0.31943828249996997,0.14285714285714285,-1.1224126062440809,physical_sphere_coordinate
original,0.92582009977255142,0.3499271061118826,0.14285714285714285,-1.1324664166571794,physical_sphere_coordinate
original,0.91473203391897839,0.3779644730092272,0.14285714285714285,-0.59806409014230155,physical_sphere_coordinate
original,0.90350790290525129,0.40406101782088427,0.14285714285714285,1.341597185682073,physical_sphere_coordinate
original,0.89214257119977114,0.4285714285714286,0.14285714285714285,1.2106153068673902,physical_sphere_coordinate
original,0.88063057185271088,0.45175395145262565,0.14285714285714285,0.77352337685793815,physical_sphere_coordinate
original,0.86896607575688845,0.47380354147934284,0.14285714285714285,0.77985015414430392,physical_sphere_coordinate
