series,x,y,z,value,coordinate_system
original,1,0,0,0.06682019519085651,physical_sphere_coordinate
original,0.98974331861078702,0.14285714285714285,0,0.047172610562732663,physical_sphere_coordinate
original,0.97937922862872051,0.20203050891044214,0,1.1710699648209029,physical_sphere_coordinate
original,0.96890428330360978,0.24743582965269675,0,0.63726435682176497,physical_sphere_coordinate
original,0.95831484749990992,0.2857142857142857,0,2.5015212040482226,physical_sphere_coordinate
original,0.94760708295868568,0.31943828249996997,0,0.34477184646631692,physical_sphere_coordinate
original,0.93677693204314294,0.3499271061118826,0,0.03711318554202183,physical_sphere_coordinate
original,0.92582009977255142,0.3779644730092272,0,0.72544972623009873,physical_sphere_coordinate
original,0.91473203391897839,0.40406101782088427,0,0.75722833117308264,physical_sphere_coordinate
original,0.90350790290525129,0.4285714285714286,0,2.2936658424829046,physical_sphere_coordinate
original,0.89214257119977114,0.45175395145262565,0,-0.74206699349813898,physical_sphere_coordinate
original,0.88063057185271088,0.47380354147934284,0,1.3731967207846607,physical_sphere_coordinate
original,0.86896607575688845,0.49487165930539351,0,-0.54095107778729867,physical_sphere_coordinate
original,0.85714285714285721,0.51507875363771283,0,-2.7601235348239164,physical_sphere_coordinate
original,0.84515425472851657,0.53452248382484879,0,-0.69749605061803277,physical_sphere_coordinate
original,0.83299312783504287,0.55328333517248818,0,0.068153140420898053,physical_sphere_coordinate
original,0.82065180664828974,0.5714285714285714,0,-1.0876615500842277,physical_sphere_coordinate
original,0.80812203564176854,0.58901508937395153,0,-0.22857835204796803,physical_sphere_coordinate
original,0.79539490897571741,0.60609152673132649,0,-0.34242427187896057,physical_sphere_coordinate
original,0.78246079643595157,0.62269984907723908,0,-2.0094673209588483,physical_sphere_coordinate
original,0.76930925816207196,0.63887656499993994,0,-0.2014646322487115,physical_sphere_coordinate
original,0.7559289460184544,0.65465367070797709,0,-0.51964194549063347,physical_sphere_coordinate
original,0.74230748895809018,0.67005939426048988,0,-1.6479521530962584,physical_sphere_coordinate
original,0.72843135908468359,0.68511878904467427,0,-1.7821208664866075,physical_sphere_coordinate
original,0.7142857142857143,0.6998542122237652,0,1.1864698978284527,physical_sphere_coordinate
original,0.6998542122237652,0.7142857142857143,0,0.23957641447602343,physical_sphere_coordinate
original,0.68511878904467427,0.72843135908468359,0,-0.13956955486121483,physical_sphere_coordinate
original,0.67005939426048988,0.74230748895809018,0,0.4583987551355746,physical_sphere_coordinate
original,0.65465367070797709,0.7559289460184544,0,-0.63389056165523416,physical_sphere_coordinate
original,0.63887656499993994,0.76930925816207196,0,0.41893984659974454,physical_sphere_coordinate
original,0.62269984907723908,0.78246079643595157,0,2.9533641873940524,physical_sphere_coordinate
