# 3D Tensor dimensions: 51 x 41 x 81
# Format: Each 2D slice separated by blank line
# Slice 1
-1.7524682593803192e-17	-5.866594190362397e-17	-2.8758837165776993e-17	-4.7189180881919993e-17	-2.789812376953922e-17	4.017078318686544e-18	4.693667800329373e-17	3.9504165289553796e-17	-5.789386545405459e-18	1.9225540340642575e-17	1.8619175563644086e-17	-2.5787885007053672e-17	2.933247764279708e-17	5.990686118435003e-17	-3.589333403297744e-17	6.280226682734135e-17	-1.0614835889865456e-18	-3.7092092530555653e-17	-2.95107630244379e-17	6.3359318289708205e-18	-3.062177188354205e-17	7.771295639299139e-17	-8.241569855692136e-18	-4.5282146167806044e-17	1.8429102070313264e-17	4.408525884250325e-17	-3.8589822865845076e-17	4.44816362374803e-18	1.8051051770938135e-17	9.283338185798134e-18	-2.2313557354866628e-17	-7.318267238656087e-17	4.821077850135485e-17	8.297927682896835e-18	5.854217010053481e-17	1.449953261270993e-17	6.131170616191365e-17	-4.2643364230849836e-18	-9.564703012426947e-18	-8.024617115287095e-18	7.738357129982944e-17
5.588099938479911e-18	-1.9384412136587152e-17	1.4369484939181542e-17	-2.3989160585533866e-18	4.323025972851099e-17	-5.037724835780408e-17	3.127253769531697e-17	8.238966528776833e-18	-4.3796837240951736e-17	3.658564264977962e-17	6.679187622610192e-18	-5.7386290869568395e-18	4.756821034853844e-18	5.134432554058922e-17	9.038632530683235e-17	-9.112296841636443e-17	4.68884422726361e-18	4.9638060755354533e-17	8.554734816199578e-17	-5.0047066908879936e-17	6.666272907775935e-17	-6.396837876897883e-17	6.96432422108641e-17	-1.3963344612476624e-17	-6.640724502972278e-17	-8.11772551906998e-17	-1.1793591508779312e-17	-2.7426291962365805e-17	-2.9965627078415064e-17	-1.8816689148795255e-17	-3.5988939383779923e-17	1.9255985891493394e-17	-7.600029641554512e-18	-9.972944187888759e-17	3.488938248763534e-17	-8.394399063770776e-17	1.3643455929316041e-17	3.408589038180723e-17	-7.911748346355484e-18	-8.429411446302774e-17	5.861907723215198e-17
-2.909095534623293e-17	-1.769693281023726e-17	-6.2347163474331e-17	-1.3114349118582815e-17	-2.645664810237724e-17	6.141811991585942e-17	-2.5506958015710273e-17	4.775864915818062e-17	2.904007319687836e-17	-1.10789185014418e-16	1.1489810748218025e-18	-4.7109419516445746e-17	5.902857503452487e-17	-9.315903194700364e-17	1.4544199954143423e-17	4.043527432086977e-17	-4.2756048875092096e-17	8.904133491152756e-18	-1.0018066443631252e-16	2.127272618291291e-17	-5.1271707631469235e-17	4.740688345865709e-18	-6.819149412885511e-18	7.982736618016291e-17	-1.1835897420032416e-16	7.962570239910912e-17	-5.855431397226636e-18	2.0433521696666067e-18	-5.695380746922281e-17	-4.003900646072804e-17	-7.237834581414252e-18	-2.1946450917185527e-17	-4.3735479149687154e-17	3.042931027587212e-17	1.1763831868117661e-17	2.100098441752361e-17	-2.3977703304696352e-17	-1.042484493441084e-16	7.07915450539916e-17	-5.5504859964915845e-17	-3.541484119420996e-17
4.0613945776428174e-18	-7.484354655449062e-17	3.88747825375338e-17	1.4384111516658046e-17	-4.3887844449982575e-17	-5.470449964852793e-19	4.122233413780286e-18	1.3432183920178569e-17	-4.168279534331754e-18	-5.810427428290907e-17	-2.7057662447185606e-17	3.0233086275017866e-17	-2.902692636930637e-17	-3.714229632036127e-17	4.202977242224268e-17	-2.4792390236039967e-17	-4.866861875060989e-17	5.358254372376851e-17	8.448677791605427e-17	2.752325437545799e-18	-1.3039730322503355e-17	2.2563626339018575e-17	-5.278038149935649e-17	-3.553308737780367e-17	2.1932657573423557e-17	-4.839943652173229e-17	1.6052354946551877e-17	-2.54499217857123e-17	-1.0338993595985367e-18	3.425236229563332e-17	-8.914843201950973e-17	-1.0062289304452955e-17	-3.432577040849975e-17	-7.154959615276566e-18	-1.427406103641918e-17	-5.813580148498869e-18	-6.456000228066998e-17	-2.5263389232554424e-17	-1.6931492355695836e-17	3.530513313909683e-17	-4.6866942077491905e-17
-6.041049911690508e-17	-1.899960384750843e-17	5.874107925020777e-17	-3.626570510539622e-17	3.82260401819977e-17	-1.6152224211195675e-17	-3.774431395538269e-17	-8.347837081515188e-18	-9.135648769700065e-17	-7.107803030143428e-17	-8.638263886081598e-17	-3.4519301830697437e-17	-5.672619787344037e-17	1.8446508113814923e-17	-6.867033058243706e-17	1.848068820957344e-18	2.2012037235348034e-17	-6.558589031883559e-17	6.248392397686567e-18	-8.939826023146054e-17	-9.218741883982004e-17	-1.578830438848604e-17	1.2994900186341317e-17	8.054757778555663e-18	2.027955779459291e-17	-1.1400587909619716e-18	-7.490942289461131e-17	3.96963553479526e-17	2.163077711504725e-17	6.154515635533851e-17	6.643224408652475e-17	-3.1656748306174294e-17	1.7237916115219832e-17	-3.42468684375198e-17	4.4359045046237474e-17	-5.268722377009796e-18	2.525133255910034e-18	4.930887937974871e-17	-5.094420585639851e-17	2.161757725921291e-17	6.055500501782715e-17
-8.333068850636629e-17	-8.236426975570938e-17	4.433067421823722e-17	-4.299374431459204e-17	-4.396010700367888e-18	5.85573237552469e-17	-2.6350793919037147e-17	-1.8925319112094624e-17	-1.6203418893109923e-17	1.8906232891080535e-17	-9.637347674420752e-17	-7.669056177239183e-17	-1.5652586182140112e-16	9.511703588988205e-18	3.140626241326149e-17	-5.579009811091469e-17	-6.406031383829186e-17	-5.2512123928961295e-17	2.545906040498642e-17	5.1104232078535854e-18	3.376393805337053e-17	3.811937286163292e-18	6.899372172552966e-17	-7.407211195610341e-17	-1.4324160956215183e-17	3.019714329804418e-17	3.2162265820741474e-17	-5.5345124449226725e-17	9.529062616483574e-18	2.8314904140277435e-17	2.5891411263493378e-17	6.093690257302908e-17	2.359190527399407e-17	-4.776698899268689e-17	3.8378413988551405e-17	7.993222412885769e-17	-8.397321169233207e-17	4.9201205803331585e-18	-1.8607044955869988e-17	2.0141762393182797e-17	-3.64802360136205e-17
-7.115101392029441e-18	-5.3413165753549234e-17	7.840463650282109e-17	1.8662383526739445e-18	1.4245525126975685e-17	-6.517806420011363e-17	-7.322565684440063e-17	-1.750252228568465e-17	1.0180865876136065e-16	-3.729300835190287e-17	1.4281861939260922e-17	-2.1581125302205607e-17	2.3062505498168387e-17	4.607236275435029e-17	4.811099731551272e-17	6.08053566017181e-17	1.4970156365344974e-19	-7.506131194869278e-17	-1.881872516444169e-17	-3.1676582436598124e-17	1.5781136786972296e-17	1.4775245524884506e-17	-9.887374529250686e-17	3.590447681168738e-17	-7.496815658887401e-17	-2.2996646701106117e-18	9.319660838126372e-17	-3.5177628625915e-17	1.5458357493440205e-17	-3.426546551599221e-17	-6.82564370258219e-17	-1.3159225049122027e-17	3.474127192702588e-17	-1.2345687286382093e-17	2.5539037444148422e-17	-6.910487304243792e-18	4.616149412617397e-18	5.908053623559039e-17	5.594645849514723e-17	2.5865729184277475e-17	-3.4252672534850385e-17
-3.283118149709927e-17	-3.135262741079377e-17	9.883197748183795e-18	-5.896990095540784e-17	7.214232485960334e-17	-6.527166714712654e-17	-2.5120011457179695e-17	9.33600962041033e-17	-6.130234205613689e-17	2.5540244717397194e-19	-9.240638339501011e-17	-8.28835064267394e-18	-9.197957279397302e-17	6.63225526916378e-17	2.475840662820179e-18	-9.66480134335407e-17	-4.287574265912769e-17	-1.2899644110290425e-17	-7.272036382531257e-18	-2.4101500100969245e-18	-4.916670649491092e-17	-2.7107379640048354e-17	5.837390727322647e-18	-3.820944304222696e-17	3.068689860482706e-17	-4.273101650844246e-17	-1.0375049856793492e-17	4.808106977238568e-18	1.132221808053048e-17	1.567384859158524e-17	-3.152297000120649e-17	-1.0612935148337443e-17	1.1096541224000382e-16	-1.5042544968181722e-17	-3.376532074296891e-18	1.600467501456027e-17	-5.170551638998561e-17	5.182919015716519e-17	5.992366113499633e-17	2.7620687551613294e-19	2.5872056344490833e-17
-5.745533817769117e-17	-8.410663700122584e-17	3.342914518486482e-17	1.3209597768469459e-17	2.348623267599132e-18	1.685758058993323e-17	3.814998210343081e-17	-3.786670397240891e-17	-7.744105411154e-17	1.3325747828906666e-18	-5.724976759076845e-17	-2.8649521971114555e-17	-1.6197463058224756e-17	-5.0405889101863164e-17	-4.168209258823008e-17	4.516789925423267e-17	-4.82771324613612e-17	-5.63444715164172e-17	1.0046447183280817e-16	-3.337245688749661e-17	3.6014783617127647e-17	-5.734924073036213e-17	-6.678139077147352e-17	-5.0996879072283636e-17	5.3039094022209975e-17	-1.7079697592308868e-17	7.009001881602927e-17	-2.475814894947603e-17	-1.832950609700604e-17	3.0207648164919924e-17	1.619822965289041e-17	-8.602768781050753e-18	-2.778111521438687e-17	1.3598903908142444e-17	2.967195550453466e-17	9.830301990597679e-18	-4.119037474938458e-18	3.5440775782364523e-17	4.776728055932786e-17	7.81220156543096e-18	2.5149719788527118e-17
-8.238478939241049e-17	8.803307687450569e-17	2.5210804241751952e-17	-2.621425808860314e-17	2.1147196751323677e-17	-4.173551764921076e-17	7.047023087095355e-18	-1.1461684792880618e-17	-6.560344600267222e-17	-4.16400051494436e-17	4.065215646489086e-17	9.405715124106277e-17	2.7509161119749523e-17	6.348294457246505e-17	-2.817539235720278e-17	1.3096989819299745e-16	1.4660309766589518e-17	3.728675095981085e-18	-2.7691479332553692e-17	-1.4770611678536566e-17	-6.054264618873675e-17	4.1186891162506626e-17	9.454671680810439e-18	8.142814783411602e-18	-6.98415174497228e-17	4.3537256103165383e-17	5.589181998470459e-18	-6.5988494324278955e-18	-4.074954773943214e-17	-6.089825533093452e-17	4.317856792818181e-17	1.1741472687759649e-17	3.921591752899316e-17	7.969759242154265e-17	5.984398917005734e-17	2.8881096623707447e-17	-1.4359420975499249e-16	-8.729318792780919e-17	-6.157378090333493e-18	1.3534875232636127e-17	6.683405080077353e-17
8.03713310615148e-17	-5.075745897967373e-17	5.0716085255240535e-18	-2.8289261904322216e-17	-2.7513382348421887e-18	6.3320295402525e-17	1.4640093230057187e-17	2.6094269726917488e-17	3.460561676837956e-17	2.530364262991956e-17	-5.0747611541552984e-18	-7.052191461749541e-17	1.3537175881271163e-16	2.031043789057678e-17	4.668223279586964e-17	5.493290260548824e-17	-4.143909368687137e-18	6.938989278086452e-17	-3.595896897346708e-17	5.6644316859562434e-18	5.920728482381443e-17	6.367604440083737e-17	-7.908895063933716e-18	9.942895027889443e-18	-7.356712247952279e-17	3.9104572189071435e-17	5.552206186457154e-17	5.538838990148531e-17	7.599868358165657e-17	6.096954717191535e-17	5.614549191417346e-17	3.1292261169316883e-17	-2.9186372228205475e-17	-1.2411025200502405e-17	-8.139354636297736e-17	-1.4850998927452306e-17	6.721944188821513e-18	1.0736235750581661e-16	-3.3017231817532276e-17	8.846662495870967e-17	5.248826507478669e-18
